epoch,train_loss,train_acc,val_loss,val_acc
1,0.001453287317417562,0.24562702452568255,0.015912611037492752,0.36701337295690933
2,0.0009556076256558299,0.3726052753354928,0.011035238392651081,0.4011887072808321
3,0.0005774630117230117,0.43202221193891716,0.010914492420852184,0.4739970282317979
4,0.0010014238068833947,0.49264229523368813,0.011448350735008717,0.4866270430906389
5,0.0005148554337210953,0.5471540953262378,0.008672649972140789,0.5973254086181278
6,0.000781340291723609,0.5911152244331328,0.01687484234571457,0.5943536404160475
7,0.0011407769052311778,0.6201758445164276,0.01588595099747181,0.6084695393759286
8,0.000441397016402334,0.6631189264229523,0.007143403869122267,0.6783060921248143
9,0.000882502761669457,0.6936603424340583,0.01650763675570488,0.6924219910846954
10,0.0010197400115430355,0.7109671448403517,0.005122436210513115,0.7095096582466568
11,0.0005095240194350481,0.7302174919018972,0.005233884789049625,0.7414561664190193
12,0.0010270271450281143,0.7522443313280889,0.0010954475728794932,0.763001485884101
13,0.0007014351431280375,0.7664969921332716,0.0012742414837703109,0.7592867756315007
14,0.0007387202931568027,0.7815826006478482,0.0036774335894733667,0.7295690936106983
15,0.0004695270035881549,0.7850069412309116,0.004051063675433397,0.7956909361069836
16,0.0002072620263788849,0.8017584451642757,0.01209912821650505,0.7726597325408618
17,0.0006809120532125235,0.808792225821379,0.0019070495618507266,0.8053491827637445
18,0.00014849973376840353,0.8220268394261916,0.0107053117826581,0.788261515601783
19,0.0010865293443202972,0.8232299861175382,0.0013948546256870031,0.8060921248142645
20,0.0004085166146978736,0.8415548357242018,0.0038637707475572824,0.8231797919762258
21,0.00017035625933203846,0.8443313280888478,0.002455957932397723,0.8358098068350669
22,0.0003235137846786529,0.8492364645997224,0.0054461769759655,0.8016344725111442
23,0.0010069721611216664,0.8563627950023137,0.006735578179359436,0.8320950965824666
24,0.00021699079661630094,0.8660805182785747,0.005446251016110182,0.8246656760772659
25,0.00011894394992850721,0.86941230911615,0.004241602960973978,0.8447251114413076
26,0.00036343943793326616,0.8798704303563165,0.012658728286623955,0.8216939078751857
27,1.3522670087695587e-05,0.8776492364645997,0.0032030101865530014,0.8350668647845468
28,0.0006818647379986942,0.885145765849144,0.00795725453644991,0.8283803863298663
29,0.0009313230984844267,0.890698750578436,0.0036284278612583876,0.8380386329866271
30,0.000382034108042717,0.8909763998149005,0.008908841758966446,0.837295690936107
